name;description;isPartOfCourseraPlus;subtitleLanguages;productDifficultyLevels;audiences;enrollments;partners;languages;numProductRatings;allLanguageCodes;avgProductRatings;skills
Обработка больших данных;Ключ к успешному развитию любой компании в современном мире — это умение делать быстрые и правильные решения, основываясь на данных. С каждым годом этих данных становится всё больше, при этом старые методы анализа перестают адекватно работать на таких объемах. ;True;[];Intermediate;;802;['HSE University'];Russian;4;['ru'];3.5;['Statistical Programming', 'Apache Hadoop', 'Data Analysis', 'Apache', 'Python Programming', 'Data Mining', 'Data Management']
Statistics for Marketing;This course takes a deep dive into the statistical foundation upon which Marketing Analytics is built.  The first part of this course is all about getting a thorough understanding of a dataset and gaining insight into what the data actually means.  The second part of this course goes into sampling and how to ask specific questions about your data.  Finally, the third part is about answering those questions with analyses.  Many of the mistakes made by Marketing Analysts today are caused by not understanding the concepts behind the analytics they run, which causes them to run the wrong test or misinterpret the results.  This course is specifically designed to give you the background you need to understand what you are doing and why you are doing it on a practical level. ;True;[];Beginner;;161;['Facebook'];English;0;['en'];;['Marketing', 'Advertising', 'Data Analysis', 'Market Research', 'Basic Descriptive Statistics', 'Change Management', 'Machine Learning', 'Cluster Analysis', 'General Statistics', 'Marketing Research', 'Public Relations', 'Python Programming', 'Probability & Statistics', 'Communication', 'Machine Learning Algorithms']
AI Workflow: Enterprise Model Deployment;This is the fifth course in the IBM AI Enterprise Workflow Certification specialization.   You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.;False;[];Advanced;;1975;['IBM'];English;44;['en'];4.204545454545454;['Cloud Computing', 'Statistical Programming', 'Probability & Statistics', 'Computer Programming', 'Strategy and Operations', 'Operations Management', 'Cloud API', 'Modeling', 'Cross Platform Development', 'Recommender Systems', 'Mobile Development', 'Python Programming']
Credential Access, discovery, lateral movement & collection;This course covers credential Access, discovery, lateral movement & collection.;True;[];Intermediate;;603;['Infosec'];English;8;['en'];5;['Information Security', 'Credential', 'Statistical Programming', 'Credentialing', 'Computer Security Incident Management', 'Security Engineering', 'Python Programming', 'Computer Programming']
Interfacing with the Raspberry Pi;|The Raspberry Pi uses a variety of input/output devices based on protocols such as HDMI, USB, and Ethernet to communicate with the outside world. In this class you will learn how to use these protocols with other external devices (sensors, motors, GPS, orientation, LCD screens etc.) to get your IoT device to interact with the real world. Most physical devices use analog signals;  however computer hardware is digital so in this class you will learn how these signals are converted back-and-forth and how this must be considered as you program your device. The basic design of a sensor-actuator system will also be covered. You will also learn how to build more sophisticated hardware systems using Raspberry Pi expansion boards to create fun and exciting IoT devices. Please note that this course does not include discussion forums.|;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Mixed;;72147;['University of California, Irvine'];English;1536;['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.67578125;['Computer Networking', 'Human Computer Interaction', 'Computer Graphics', 'Statistical Programming', 'Interactive Design', 'Network Architecture', 'Network Security', 'Security Engineering', 'Computer Programming', 'Raspberry Pi', 'Cloud API', 'Computer Architecture', 'Cloud Computing', 'Operating Systems', 'Python Programming']
Data Engineering Capstone Project;In this course you will apply a variety of data engineering skills and techniques you have learned as part of the previous courses in the IBM Data Engineering Professional Certificate. You will assume the role of a Junior Data Engineer who has recently joined the organization and be presented with a real-world use case that requires a data engineering solution.;False;[];Beginner;;270;['IBM'];English;0;['en'];;['Statistical Programming', 'Big Data', 'Distributed Computing Architecture', 'Computer Programming', 'Python Programming', 'Data Management', 'Computer Architecture', 'Information Engineering']
Web and Mobile Testing with Selenium;Modern applications that we build invariably have touch-points with its users through web-based and mobile platforms.  Users interact with the software through these interfaces and the experiences those interfaces provide have a strong influence on the perceived quality of the software.  ;True;[];Intermediate;;2246;['University of Minnesota'];English;1;['en'];5;['System Programming', 'Computer Graphics', 'Software Testing', 'Qa & Ux Manager', 'Robustness Testing', 'Web Development', 'Software Engineering Tools', 'Network Architecture', 'Computational Thinking', 'Programming Principles', 'Python Programming', 'Software Engineering', 'Computer Programming', 'Full-Stack Web Development', 'Constant (Computer Programming)', 'Computer Graphic Techniques', 'Other Programming Languages', 'Computer Programming Tools', 'Operating Systems']
Marketing Channel Governance;This course is ideal for individuals who currently work in or are targeting opportunities in consulting and strategy, industrial sales and buying, marketing management, entrepreneurship and business development.  ;True;[];Intermediate;;150;['Emory University'];English;0;['en'];;['E-Commerce', 'Leadership and Management', 'FinTech', 'Market Research', 'Attention Marketing', 'Strategy', 'Management Consulting', 'Python Programming', 'Sales', 'Social Media', 'Marketing', 'Collaboration', 'Loyalty Marketing', 'Computer Programming', 'Strategy and Operations', 'Communication']
Java Basics: Selection and Iteration;Code and run your first Java program in minutes without installing anything!;True;[];Beginner;;1474;['Codio'];English;26;['en'];4.384615384615385;['Computer Architecture', 'Mathematical Theory & Analysis', 'Combinatorics', 'Theoretical Computer Science', 'Mathematics', 'Programming Principles', 'Microarchitecture', 'Algebra', 'While Loop', 'Computer Programming', 'Iteration', 'Python Programming']
Data Mining Project;Note: You should complete all the other courses in this Specialization before beginning this course.;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'Korean', 'German', 'Russian', 'Spanish'];Mixed;;6153;['University of Illinois at Urbana-Champaign'];English;38;['ar', 'fr', 'pt', 'it', 'vi', 'ko', 'de', 'ru', 'es', 'en'];4.552631578947368;['Computer Graphics', 'Machine Learning', 'Natural Language Processing', 'Data Analysis', 'Theoretical Computer Science', 'Data Visualization', 'Mathematics', 'Probability & Statistics', 'Algorithms', 'General Statistics', 'Matplotlib', 'Requirements Analysis', 'Computer Programming Tools', 'Computer Programming', 'Applied Machine Learning', 'Python Programming', 'Data Mining']
Fatigue Failure in Different Fields of Engineering;In recent years, owing to global competition and greater need of customers for safety, durability, and reliability of products, there has been a considerable tendency to improve quality in various industries. In this regard, fatigue is one of the major reasons of industrial failures, which is sometimes caused by lack of awareness or attention by the designer and other parts of industry like R&D. The aim of this course is to introduce MSc graduates, Ph.D. students, and engineers working in industry with a short review of the basics of fatigue in different fields of engineering. To this end, it is attempted to express the general concept of the phenomenon using unconscious reactions of the human body to daily works and then to illustrate other aspects through simple examples. The topics cover common challenges that engineers should consider to study the causes of component failure. ;True;[];Intermediate;;1983;['E-Learning Development Fund', 'RUDN University'];English;14;['en'];3.642857142857143;['Employee Relations', 'Mechanical Engineering', 'Software Testing', 'Leadership and Management', 'Organizational Development', 'Business Psychology', 'Mathematical Theory & Analysis', 'Statistical Programming', 'Probability & Statistics', 'Entrepreneurship', 'Linear Algebra', 'Mathematics', 'Data Analysis', 'Calculus', 'Software Engineering', 'Stress', 'Civil Engineering', 'Failure', 'Machine Learning Algorithms', 'Epidemiology', 'Python Programming', 'Differential Equations', 'Communication', 'Feature Engineering', 'Data Analysis Software', 'Computer Programming', 'Human Resources', 'Applied Mathematics', 'Machine Learning', 'Computer Programming Tools']
